world,type,contracts_erred,exceptions,contracts_dropped,contracts_signed,breaches_received,breaches_committed,contracts_breached,contracts_concluded,neg_requests_rejected,neg_requests_received,negs_initiated,negs_registered,negs_failed,neg_requests_sent,negs_succeeded,negs_timedout,contracts_executed,times,contracts_nullified,negotiator_exceptions
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPMfT.08347561,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,226,0,0,0,115,0,160,160,160,87,160,73,1,113,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentC-LitaAgentPMfT.08347561,System,0,[],0,320,0,0,0,168,0,0,0,0,0,0,0,0,160,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,120,0,120,120,0,0,0,20,8.00006091594696e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,504,0,0,0,255,0,320,200,320,128,200,192,0,252,5.00120222568512e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,384,0,0,0,194,0,220,100,220,68,100,152,8,192,3.0011869966983795e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,[],0,178,0,0,0,90,0,120,0,120,51,0,69,8,89,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,102,0,0,0,52,0,100,100,100,69,100,31,16,51,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,528,0,0,0,267,0,320,200,320,116,200,204,0,264,4.002358764410019e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentC-LitaAgentP4Yj.00fea6cc,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,80,0,80,80,0,0,0,20,1.2998934835195541e-06,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,118,0,0,0,60,0,80,0,80,41,0,39,0,59,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,144,0,0,0,73,0,80,0,80,28,0,52,0,72,3.0011869966983795e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,320,0,0,0,162,0,160,80,160,40,80,120,0,160,5.00120222568512e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,[],0,40,0,0,0,21,0,80,80,80,80,80,0,0,20,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,262,0,0,0,133,0,160,160,160,69,160,91,0,131,4.998873919248581e-07,0,[]
000220251128H130949687433kHMw_LitaAgentC-LitaAgentP-MMvP.07a716ab,System,0,[],0,320,0,0,0,168,0,0,0,0,0,0,0,0,160,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,460,0,0,0,233,0,320,200,320,149,200,170,0,230,6.00004568696022e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,170,0,0,0,86,0,120,0,120,55,0,65,0,85,1.0011717677116394e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,406,0,0,0,205,0,220,100,220,57,100,163,0,203,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,126,0,0,0,64,0,120,0,120,75,0,43,0,63,5.00120222568512e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,482,0,0,0,244,0,320,200,320,138,200,181,0,241,4.998873919248581e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-Mxu7.02853cd4,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,[],0,158,0,0,0,80,0,80,0,80,21,0,59,1,79,7.00121745467186e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,126,0,0,0,64,0,80,0,80,37,0,43,1,63,9.988434612751007e-08,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,326,0,0,0,165,0,160,80,160,37,80,123,8,163,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,74,0,0,0,38,0,80,80,80,63,80,17,17,37,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,274,0,0,0,139,0,160,160,160,62,160,97,0,137,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,114,0,0,0,58,0,80,0,80,42,0,37,7,57,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentNbua.085bf13f,System,0,[],0,320,0,0,0,168,0,0,0,0,0,0,0,0,160,3.0011869966983795e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,504,0,0,0,255,0,320,200,320,128,200,192,0,252,4.998873919248581e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,144,0,0,0,73,0,100,100,100,48,100,52,0,72,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,392,0,0,0,198,0,220,100,220,64,100,156,0,196,4.998873919248581e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,138,0,0,0,70,0,120,0,120,71,0,49,0,69,8.00006091594696e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,542,0,0,0,274,0,340,100,340,129,100,211,0,271,7.00121745467186e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,136,0,0,0,69,0,100,100,100,52,100,48,0,68,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentYR-MrrF.04c79bb6,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,8.00006091594696e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,80,0,80,80,0,0,0,20,6.00004568696022e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,138,0,0,0,70,0,80,0,80,31,0,49,0,69,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,302,0,0,0,153,0,160,80,160,49,80,111,5,151,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,66,0,0,0,34,0,80,80,80,67,80,13,9,33,1.0011717677116394e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,230,0,0,0,117,0,160,160,160,83,160,75,0,115,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,100,0,0,0,51,0,80,0,80,48,0,30,4,50,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-LitaAgentP03f.088dd430,System,0,[],0,320,0,0,0,168,0,0,0,0,0,0,0,0,160,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,120,0,120,120,0,0,0,20,7.00121745467186e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,[],0,198,0,0,0,100,0,120,0,120,41,0,79,0,99,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,434,0,0,0,220,0,320,200,320,163,200,157,0,217,3.0011869966983795e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,372,0,0,0,188,0,220,100,220,74,100,146,0,186,3.0011869966983795e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,1.0011717677116394e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,456,0,0,0,231,0,320,200,320,152,200,168,0,228,3.9977021515369415e-07,0,[]
000020251128H1309496249196qBU_LitaAgentC-LitaAgentN-LitaAgentPJRL.01ba250b,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,3.0011869966983795e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,120,0,120,120,0,0,0,20,9.0012326836586e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,434,0,0,0,220,0,320,200,320,163,200,157,0,217,5.00120222568512e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,140,0,0,0,71,0,100,100,100,50,100,50,0,70,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,348,0,0,0,176,0,220,100,220,86,100,134,0,174,2.996530383825302e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,486,0,0,0,246,0,340,100,340,157,100,183,0,243,6.00004568696022e-07,0,[]
000120251128H130949660922ppJj_LitaAgentN-LitaAgentP-MRYW.05d3f3c5,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,120,0,120,120,0,0,0,20,1.00000761449337e-06,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,448,0,0,0,227,0,320,200,320,156,200,164,0,224,6.00004568696022e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,130,0,0,0,66,0,100,100,100,55,100,45,0,65,2.00001522898674e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,374,0,0,0,189,0,220,100,220,73,100,147,0,187,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,482,0,0,0,244,0,320,200,320,139,200,181,0,241,6.00004568696022e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,126,0,0,0,64,0,120,0,120,77,0,43,0,63,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentP-MYxc.007bedc0,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,5.00120222568512e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,120,0,120,120,0,0,0,20,4.998873919248581e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,462,0,0,0,234,0,320,200,320,148,200,171,0,231,4.00003045797348e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,372,0,0,0,188,0,220,100,220,74,100,146,9,186,1.9976869225502014e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,102,0,0,0,52,0,100,100,100,69,100,31,17,51,1.0011717677116394e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,476,0,0,0,241,0,320,200,320,141,200,178,0,238,3.9977021515369415e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,112,0,0,0,57,0,120,0,120,82,0,36,8,56,1.0011717677116394e-07,0,[]
000020251128H1309496249196qBU_LitaAgentY-LitaAgentYR-LitaAgentPB2u.01726f43,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,2.0023435354232788e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,486,0,0,0,246,0,320,200,320,137,200,183,1,243,6.998889148235321e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,366,0,0,0,185,0,220,100,220,77,100,143,13,183,7.00121745467186e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,[],0,142,0,0,0,72,0,120,0,120,69,0,51,13,71,1.0998919606208801e-06,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,126,0,0,0,64,0,100,100,100,57,100,43,27,63,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,512,0,0,0,259,0,340,100,340,144,100,196,0,256,8.002389222383499e-07,0,[]
000120251128H130949660922ppJj_LitaAgentY-LitaAgentC-LitaAgentPYEh.037389df,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,5.00120222568512e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,[],0,144,0,0,0,73,0,80,0,80,28,0,52,0,72,8.998904377222061e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,80,80,80,80,80,0,0,20,2.998858690261841e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,116,0,0,0,59,0,80,0,80,42,0,38,0,58,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,332,0,0,0,168,0,160,80,160,34,80,126,0,166,5.00120222568512e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,274,0,0,0,139,0,160,160,160,63,160,97,1,137,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,118,0,0,0,60,0,80,0,80,41,0,39,1,59,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentN-LitaAgentP3v0.07cc1365,System,0,[],0,320,0,0,0,168,0,0,0,0,0,0,0,0,160,4.00003045797348e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_p.LitaAgentP,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.00001522898674e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_n.LitaAgentN,0,[],0,40,0,0,0,21,0,100,100,100,100,100,0,0,20,2.998858690261841e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,462,0,0,0,234,0,320,200,320,149,200,171,0,231,7.00121745467186e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,392,0,0,0,198,0,220,100,220,64,100,156,0,196,4.00003045797348e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_cir.LitaAgentCIR,0,[],0,136,0,0,0,69,0,120,0,120,72,0,48,0,68,1.200009137392044e-06,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,470,0,0,0,238,0,340,100,340,165,100,175,0,235,6.998889148235321e-07,0,[]
000120251128H130949660922ppJj_LitaAgentC-LitaAgentN-LitaAgentP3OG.0443976e,System,0,[],0,440,0,0,0,231,0,0,0,0,0,0,0,0,220,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml_agents.scml2025.oneshot.mat.mat.MATAgent,0,[],0,128,0,0,0,65,0,80,80,80,36,80,44,0,64,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.EqualDistOneShotAgent,0,[],0,144,0,0,0,73,0,80,0,80,28,0,52,0,72,2.00001522898674e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.greedy.GreedyOneShotAgent,0,[],0,352,0,0,0,178,0,160,80,160,24,80,136,0,176,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_yr.LitaAgentYR,0,[],0,130,0,0,0,66,0,80,0,80,35,0,45,0,65,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:scml.oneshot.agents.rand.RandDistOneShotAgent,0,[],0,258,0,0,0,131,0,160,160,160,69,160,89,2,129,4.00003045797348e-07,0,[]
000220251128H130949687433kHMw_LitaAgentY-LitaAgentYR-MQt9.07fe3e02,scml.oneshot.sysagents.DefaultOneShotAdapter:litaagent_std.litaagent_y.LitaAgentY,0,[],0,128,0,0,0,65,0,80,0,80,34,0,44,2,64,2.00001522898674e-07,0,[]
